____,-0.008231532473963505
_____,0.0426800520827666
______,0.04294586795153795
_________,0.01635000734907423
____________________________________,0.0010112896650693762
_____________________________________,0.001225483719088661
__________________________________________________________________,0.0028281441021813505
____insert,-7.023354119556169e-05
_a,-0.0012745118715517016
_absolute,-0.0001040445208810491
_am_,-0.029616746101826737
_and_,-0.0019688637191998654
_angel_,-0.0024580822826478868
_annie_,-0.0001040445208810491
_any_,-0.007044735150988674
_anything_,0.0033215922302625676
_apocalyptically,-0.01879706610324557
_as,-0.008791205961298693
_atlantis_,-0.00010588125635100017
_atlantis_the_lost_empire_,-0.00010588125635100017
_attack,-0.0033945271981410388
_before_,-0.0019688637191998654
_blair,-0.011869637460059161
_both_,0.0060405075502747985
_bounce_,-0.0019688637191998654
_by,0.005078448736719919
_cannon_,-0.0019688637191998654
_cant_,-0.003851698455943389
_certainly_,-0.0019688637191998654
_could,-0.000746635664339671
_cruel,-0.011806330358047616
_dirty,-0.0001040445208810491
_discuss_,0.023151191574504848
_discussing_,0.023151191574504848
_do_,-0.0019688637191998654
_dr,-0.006572763535708907
_dying,-0.005096736762503979
_earned_,-5.038458427645685e-05
_everything_,-0.003204903356415842
_ex_executives,-0.003477385036340108
_extremeley_,0.007267865252343842
_extremely_,-6.737778984952224e-06
_film_,-0.0005682129774297306
_get_,0.0012073970641037388
_have_,-0.003964550551900732
_i,0.005072532466380081
_i_,-0.00042828502546613244
_innerly,0.0010449615152750412
_inside_,-0.00568507559632548
_inspire_,-0.0004261498097294393
_is_,0.0019259030338403325
_les,0.0018343891911973248
_love_,-0.04030816417546184
_magic_,0.0061968036540701625
_much_,0.014536683983021662
_mystery,0.01435072708606657
_napolean,-0.0001040445208810491
_new,-0.00012333843676308112
_night,0.011044497502719552
_not_,0.00016177134789032192
_obviously_,-6.737778984952224e-06
_other_,0.0002475582076255463
_penetrate_,-0.0019688637191998654
_plan,-0.00469140707273665
_possible_,-0.0001040445208810491
_real_,-0.012449750926705973
_really_is_,0.007264462846546092
_shall,0.005942707709790853
_shock,-0.0001040445208810491
_so_,-0.011244707646300188
_so_much_,-2.212892810802649e-05
_somewhere_,-0.008505103379375312
_spiritited,0.009995111340534773
_spoiler_,-0.013136595838370336
_starstruck_,-0.0001040445208810491
_strictly,0.005942707709790853
_sung_,0.023151191574504848
_the,0.02317238060513812
_the_,3.2879089327234765e-05
_theres_,-2.212892810802649e-05
_they_,-2.212892810802649e-05
_think_,-0.0014704888390539126
_told_,-0.0019688637191998654
_toy,0.009995111340534773
_tried,0.03519533926182753
_twice_,0.009995111340534773
_undertow_,-0.0033945271981410388
_very_,-3.006964346902456e-05
_voice_,0.011248668944355797
_want_,-0.00042828502546613244
_waterdance_,0.0036248017510366534
_well_,-0.0022936430718018723
_weve,0.01895308964154164
_whale_,-0.0019688637191998654
_worst_cases_of_nepotism,-0.00012654160179800748
_wrong_,-0.012337502835502352
_x,-0.027715695583333172
aa,-0.035936023931023915
aaa,-0.011537344962998542
aaaaaaah,-0.00017731229227317344
aaaaah,-0.00016534806491323432
aaaaatch,0.017724773111770814
aaaahhhhhhh,-0.0035595163577597446
aaaand,0.028874706690476714
aaaarrgh,-0.0006130143472687216
aaah,-0.00016534806491323432
aaargh,-0.01343652035528028
aaaugh,-5.189781897349917e-06
aaawwwwnnn,-0.0009018401368726688
aachen,0.013484697931894678
aada,0.0041845937597845325
aadha,0.0030829989364194025
aadmittedly,-0.003269683515377385
aag,-0.01227854662132801
aage,0.013309238986827484
aaghh,-0.005409125332176452
aah,-0.0019688637191998654
aahhh,-0.0024816662319526494
aaip,-0.024227003228874996
aaja,-5.699293623583839e-05
aakash,-0.00936832679727191
aaker,0.0029365570832774997
aakrosh,0.01481088468227337
aames,0.017829472507008337
aamess,0.004083004230723418
aamir,-0.005649799220743549
aan,0.005757547369023214
aankh,-0.000296657987460606
aankhen,0.011655454785741799
aap,-1.4742688859528355e-06
aapke,-0.010982735940404196
aapkey,0.004201570166307343
aardman,-0.031796363099016046
aardmans,-0.0019493189897493214
aardvarks,0.0041666071934046015
aargh,-0.0049298396711251555
aaron,-0.04398581748705981
aarons,0.015781485157800652
aarp,-0.008581102112446786
aarrrgh,0.00010480158197729917
aatish,0.03986046757012691
aauugghh,-0.00015184962922785858
aavjo,0.019643343793757113
aaww,3.412402763516056e-05
ab,-0.0065391452523535405
aback,-0.0048276062019920905
abadi,0.01035850593077221
abahy,0.014319050489184335
abanazer,-0.013953421976630475
abandon,-0.007072027735363768
abandoned,0.1439584648451981
abandoning,0.018366314898496917
abandonment,-0.0008201539728720361
abandons,-0.03761099643139317
abanks,0.0005761126241408364
abas,-0.0022055328355641197
abashed,-0.023648234226260837
abashidze,0.00138685524645022
abatement,0.00023531055070804264
abating,0.0034773150570197404
abattoirs,-0.011534619085276879
abba,0.0009114572675803372
abbad,0.0006500802175172728
abbas,0.07081468862540623
abbasi,0.012900660572469448
abbey,0.049120778117324015
abbeys,0.010564254815419038
abbie,-0.0008718942377320337
abbot,0.06437261773646241
abbots,0.002716762574243392
abbott,-0.05679275097798392
abbotts,0.002879665210983149
abbottwe,1.3245902209144205e-05
abbreviated,0.01581674859549917
abbu,-0.0022055328355641197
abby,-0.01452762669270843
abbys,0.01099709657462746
abc,0.07680416562358267
abccom,0.0002593190658238418
abcd,-0.003804887513516484
abcs,-0.024700684722434623
abcwe,0.013890450555745747
abdic,-0.007030661581007766
abdicates,-0.00884736283397635
abdicating,0.008124575813194713
abdomen,-0.029150166176744718
abdominal,0.0010928197127901568
abdu,-0.0019512953538268164
abduct,-0.016869022280408912
abducted,-0.06331373124147989
abductee,-0.015911588981340475
abducting,0.0029849845361369382
abduction,-0.00425096082598327
abductions,-0.009374614375106428
abductor,-0.0020220735285233988
abductors,0.004839331757041654
abducts,-0.010865646850693121
abdul,-0.010703310701694908
abdullah,-0.007158956524497093
abe,-0.02037557742341485
abel,0.01876718378801457
abercrombie,-0.011975972038956131
abernathy,-0.008006140567584264
aberrant,-0.014539621129878194
aberration,0.004954585809469124
aberrations,0.0038198252156887336
aberystwyth,0.004459843042263039
abets,0.00013079866188866546
abetted,0.023742656130246363
abetting,-0.000753415569635504
abeyance,0.000361564567231067
abgail,0.005473059724310076
abhay,0.07514851889938588
abhays,0.019971627372058414
abhi,0.007267592696203924
abhijeet,0.002370130126287696
abhijeetrehan,0.0010125934396171344
abhimaan,0.003214550581729956
abhisheh,-0.0019241837806712946
abhishek,-0.024769251410853774
abhor,0.0006788541601347576
abhorrence,-0.017439911886559124
abhorrent,-0.06808193074415686
abhors,0.0014454931307985744
abi,0.004504949908984401
abide,-0.00637892450514312
abides,1.7268235909864538e-05
abiding,-0.04390862661142504
abigail,-0.029998648741527786
abigails,0.009965949363291749
abigil,0.005473059724310076
abilities,0.020536494876226122
abilitiesput,0.0138781368067531
abilitiesyou,0.004018710610237906
ability,-0.20076529223318787
abilityof,0.008743762472103154
abishai,0.004383913258139291
abisheks,-0.0002933973060401804
abject,-0.008479813752246074
abjectly,0.006408640444241888
abkani,-0.010589804149353404
ablaze,-0.03111205037948092
ablazeso,-4.8818875861200115e-05
able,0.23797924196377843
ableand,-0.005930287825961688
ably,0.041231869789288736
abm,-0.032480302497801095
abner,-0.012260534096660345
abnormal,0.004140378664189282
abnormality,0.011856280227744593
