,0
0,0.1325070112529444
1,0.23958878752475354
2,0.9596553439389821
3,0.8518106739739464
4,0.3014953778867544
5,0.7476380461354399
6,0.8753528558793138
7,0.17036649285998284
8,0.1541096972171565
9,0.39920471816649383
10,0.4730873523684209
11,0.468504433611862
12,0.5793386755322959
13,0.7309419824670326
14,0.6980281571319594
15,0.9691945728519626
16,0.9784340595731509
17,0.5116462931735177
18,0.7750120825223478
19,0.7389944945750255
20,0.22308187039384875
21,0.043203117572853555
22,0.772234101169542
23,0.5721472548091339
24,0.6774227536524715
25,0.2680430325356222
26,0.4168994750249829
27,0.44465532704925936
28,0.2389814750481667
29,0.4005443509303642
30,0.8115045076686138
31,0.06063471492903172
32,0.876329375560269
33,0.8549365808792482
34,0.6832605327086737
35,0.04549167211662919
36,0.9058263711190822
37,0.8850796543918296
38,0.097166598062297
39,0.6586735283559438
40,0.04025322564211664
41,0.6690483796862906
42,0.4654969783054532
43,0.6194682385646093
44,0.17676942468970147
45,0.8772846034817944
46,0.7240615201325992
47,0.6489704432114276
48,0.04126763823142621
49,0.8656898749037285
50,0.7244098818435084
51,0.30813780513540734
52,0.9563043989574541
53,0.9715736372431522
54,0.5103171810834723
55,0.6538722328609826
56,0.7883470799365553
57,0.8901553027743174
58,0.8857737169124482
59,0.9259634481909117
60,0.5745039530991131
61,0.43956610443429456
62,0.015267501361791225
63,0.029593226194085664
64,0.3144779632886866
65,0.7469239702006719
66,0.13771638515266127
67,0.13271903417888609
68,0.07022120016712052
69,0.6734459329581647
70,0.5230852583086641
71,0.7600859318226741
72,0.9052242486449195
73,0.9208573940216066
74,0.053815320761881336
75,0.4479748255670537
76,0.14278073826940418
77,0.19150933415431382
78,0.8032487495396985
79,0.5780211673452638
80,0.45329370855765194
81,0.7882179754595935
82,0.022703981079905233
83,0.8681514413833341
84,0.33617462637769047
85,0.6047381284190656
86,0.19605495054358568
87,0.6913684895684923
88,0.04699739708253725
89,0.1327404960857237
90,0.07168320339201462
91,0.5634688966839859
92,0.9575476857581546
93,0.21951715558220808
94,0.99086760851068
95,0.8652504394294601
96,0.5290367570256799
97,0.36858216513008013
98,0.26246807237424474
99,0.7716579869454884
100,0.5498817225084977
101,0.9958729132552999
102,0.623762114360422
103,0.373681697627532
104,0.37072668419118016
105,0.8184978489693577
106,0.3598042802864281
107,0.5060020304452434
108,0.12463856492492176
109,0.7210770595071249
110,0.7454000558043749
111,0.36336179766502885
112,0.21926398701385985
113,0.5155033042758694
114,0.3543509470802231
115,0.34085710817658366
116,0.7628110113206983
117,0.555790188376681
118,0.5452203186798225
119,0.6799016247953977
120,0.688118378960868
121,0.647686561174387
122,0.5880138599024142
123,0.0006679994522639232
124,0.12927415233613737
125,0.4510186162166965
126,0.31555499534632026
127,0.30653976920473747
128,0.06094000225932006
129,0.592269608262154
130,0.307035984716298
131,0.14152420731137527
132,0.7047478544750285
133,0.9998560831256206
134,0.7146161196153548
135,0.10736829301016404
136,0.43716312669264146
137,0.9460587637279028
138,0.44196953158348695
139,0.7121867088263123
140,0.4424517321043647
141,0.9721807451020038
142,0.06892933167459891
143,0.233112278483546
144,0.11560519502121391
145,0.49420190166566447
146,0.7239879769228165
147,0.8802966643484337
148,0.5278541042733775
149,0.5702653483231287
150,0.8909010585754522
151,0.049720047337526774
152,0.06771909402358467
153,0.5541704058245618
154,0.2148168617753602
155,0.5828928460520829
156,0.020624607049576138
157,0.37292899771678834
158,0.9225873413360202
159,0.6256212622097538
160,0.36633154853959915
161,0.06519727698824496
162,0.5145777933282127
163,0.2538988555307661
164,0.8365065448478359
165,0.5028512222350641
166,0.24109830942716826
167,0.5640769571188858
168,0.9270476773701146
169,0.724779564550268
170,0.36249540505374533
171,0.5657103164565284
172,0.07805509639059904
173,0.8502680884583328
174,0.809793601892359
175,0.006672036602641485
176,0.09629715157142771
177,0.6685569989156201
178,0.6955037552879924
179,0.20218779374981133
180,0.5982334885291838
181,0.6718834793722538
182,0.5271372878878852
183,0.4236178973202108
184,0.3132068142253758
185,0.1835506070039835
186,0.6655283133408377
187,0.9406427636023545
188,0.4391851781305717
189,0.5566499409734827
190,0.8311231603203025
191,0.6920756959244263
192,0.3711813758838177
193,0.1647335050946931
194,0.5180046787498829
195,0.8841801273086739
196,0.29023107845578766
197,0.5073506042474863
198,0.6003413966037973
199,0.8800193441555332
200,0.80401851485714
201,0.6511554218614327
202,0.9001826305788557
203,0.04704001775635347
204,0.28639797061251715
205,0.613845696091049
206,0.6328079048499776
207,0.6936175396462799
208,0.8064800946603516
209,0.09056847882289176
210,0.9946057707633174
211,0.6260146710542716
212,0.7675637972325772
213,0.4896558430243486
214,0.5479185673799309
215,0.014311810305081551
216,0.23556088296192057
217,0.4729416103344558
218,0.6895219518870795
219,0.07204344236557603
220,0.7966760735926091
221,0.4707574424194103
222,0.22025849193958402
